dir	base	stage	s_p	s_l	eta	ADJ	ADV	AUX	NNS	NOUNP	ROOT	VERB	VERBP	VOC	ADJP	ADPP	ADVP	DETDEF	DETP	DETS	INTJP	JJDEF	JJS	NNDEF	NUMP	PARTP	PRONDEF	PRONS	SBAR	SCONJP	SQ	WHADVP	WHNP	WHQP	CCONJP
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	01	0.05	0.001	0.01	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	02	0.05	0.001	0.01	0.133906	0.079372	0.629217	0.125392	0.721505	0.765751	0.478534	0.756815	0.329983	0.64459	0.695251	0.569461	0.160741	0.723747	0.003887		0.000725	0.000648	0.014813	0.549782	0.352727	0.020042	0.056965							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	03	0.05	0.001	0.01	0.078148	0.061289	0.599483	0.116137	0.726247	0.741481	0.074991	0.699743	0.377718	0.656334	0.63099	0.531417	0.16524	0.735517	0.005447		0.002485	0.000122	0.015598	0.554801	0.295424	0.02004	0.059794							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	04	0.05	0.001	0.01	0.067997	0.056747	0.582787	0.114523	0.705288	0.624728	0.053491	0.670997	0.370748	0.63233	0.660912	0.4991	0.168607	0.729648	0.006324		0.003692	0.00016	0.019448	0.535562	0.290568	0.02004	0.060664	0.65613	0.025692	0.796976	0.058445	0.512614	0.06766	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	05	0.05	0.001	0.01	0.067481	0.051315	0.569182	0.118588	0.706976	0.602141	0.049038	0.673639	0.367401	0.637973	0.682128	0.505867	0.1712	0.736507	0.006696	0.718824	0.004188	0.000323	0.023408	0.53983	0.334677	0.020041	0.061155	0.64587	0.025665	0.783201	0.05575	0.513919	0.066522	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.05	0.1	0.01	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.05	0.1	0.01	0.129445	0.07015	0.629217	0.16824	0.718774	0.768046	0.478716	0.761133	0.318897	0.643636	0.665543	0.5786	0.164787	0.732526	0.004377		0.000417	0.001436	0.014636	0.547078	0.374177	0.019531	0.056946							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.05	0.1	0.01	0.079657	0.059231	0.614587	0.134815	0.720453	0.744833	0.095604	0.70924	0.367824	0.656158	0.597674	0.538415	0.168602	0.743345	0.005755		0.001808	1e-06	0.013797	0.550533	0.325086	0.019528	0.059742							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.05	0.1	0.01	0.067176	0.052312	0.600512	0.115529	0.698927	0.623747	0.065092	0.686229	0.371145	0.64555	0.613244	0.503017	0.172245	0.738182	0.006986		0.002585	1.1e-05	0.014268	0.530686	0.310582	0.019528	0.060806	0.609678	0.025111	0.797888	0.064975	0.504992	0.077998	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.05	0.1	0.01	0.067251	0.051014	0.582198	0.113734	0.700947	0.597299	0.056242	0.685987	0.365092	0.651269	0.64193	0.50925	0.17486	0.743594	0.007648	0.682167	0.002903	4e-05	0.017143	0.534841	0.346438	0.019529	0.06128	0.596649	0.02508	0.78756	0.062085	0.506269	0.076656	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	01	0.05	0.001	0.05	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	02	0.05	0.001	0.05	0.132895	0.079193	0.629217	0.124567	0.722104	0.765651	0.478593	0.756691	0.330944	0.640474	0.694931	0.566421	0.134178	0.709548	0.006784		0.000926	0.000425	0.01376	0.538534	0.351352	0.011533	0.044988							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	03	0.05	0.001	0.05	0.077919	0.061349	0.59746	0.116306	0.72692	0.743107	0.072839	0.6999	0.378688	0.651518	0.629025	0.530037	0.138374	0.72672	0.008391		0.002668	0.000202	0.015356	0.549387	0.300501	0.011512	0.05416							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	04	0.05	0.001	0.05	0.068026	0.056802	0.582467	0.114895	0.708103	0.619538	0.053229	0.668852	0.376929	0.617102	0.659878	0.497045	0.141848	0.706856	0.008864		0.003806	0.000178	0.0194	0.510076	0.284211	0.011506	0.057242	0.663987	0.027636	0.765018	0.113769	0.487437	0.111046	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	05	0.05	0.001	0.05	0.067333	0.051898	0.57012	0.118627	0.711327	0.596753	0.049285	0.671697	0.37161	0.625928	0.681945	0.502353	0.144781	0.721408	0.008979	0.651028	0.004277	0.000319	0.023267	0.52146	0.334838	0.011502	0.058956	0.656746	0.027598	0.759639	0.11046	0.494539	0.109645	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.05	0.01	0.05	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.05	0.01	0.05	0.132612	0.078565	0.629217	0.127721	0.721977	0.766212	0.477855	0.757431	0.329083	0.640523	0.691868	0.568316	0.13544	0.711799	0.007048		0.000847	0.00053	0.013665	0.538122	0.354798	0.011534	0.04493							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.05	0.01	0.05	0.079418	0.059961	0.599051	0.117283	0.726311	0.744086	0.068001	0.70192	0.377276	0.652248	0.626151	0.530675	0.139538	0.72797	0.008638		0.002572	0.000167	0.015104	0.548681	0.305765	0.011513	0.054104							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.05	0.01	0.05	0.066532	0.057112	0.583006	0.115967	0.70757	0.619793	0.053664	0.67126	0.377278	0.619284	0.655755	0.496857	0.143219	0.708377	0.009263		0.003578	0.00018	0.018379	0.510272	0.286287	0.011506	0.057451	0.659509	0.027524	0.764913	0.11484	0.486773	0.113273	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.05	0.01	0.05	0.067222	0.049684	0.570395	0.120131	0.710493	0.596531	0.049155	0.673113	0.370724	0.626778	0.679351	0.502607	0.14623	0.72255	0.009434	0.648247	0.004029	0.000313	0.022034	0.521286	0.336296	0.011503	0.059108	0.652006	0.027484	0.760007	0.111589	0.493668	0.111872	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.05	0.1	0.05	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.05	0.1	0.05	0.128468	0.070008	0.629217	0.166098	0.719401	0.76791	0.478772	0.761057	0.320009	0.639351	0.665503	0.575424	0.134619	0.718661	0.007583		0.000579	0.001068	0.013486	0.534746	0.371821	0.011562	0.044807							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.05	0.1	0.05	0.079413	0.059202	0.608825	0.134805	0.721232	0.747237	0.087448	0.709101	0.368638	0.651336	0.595901	0.536871	0.138226	0.734372	0.009032		0.001974	6e-06	0.01349	0.54457	0.329507	0.011537	0.053906							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.05	0.1	0.05	0.067055	0.052238	0.596975	0.116645	0.701422	0.619156	0.061919	0.683656	0.377332	0.627979	0.611896	0.501321	0.142145	0.714467	0.009995		0.00269	2.3e-05	0.014215	0.504397	0.303174	0.011529	0.057832	0.617482	0.027519	0.76504	0.120139	0.482155	0.117245	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p05__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.05	0.1	0.05	0.067147	0.050172	0.580125	0.114235	0.704699	0.593923	0.054997	0.683296	0.368702	0.6376	0.64024	0.506281	0.14512	0.728399	0.010449	0.580693	0.002966	4.5e-05	0.016918	0.515559	0.344553	0.011526	0.059596	0.606756	0.027478	0.76181	0.116869	0.488957	0.115676	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.1	0.01	0.001	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.1	0.01	0.001	0.134169	0.078056	0.629217	0.131486	0.721685	0.758023	0.477857	0.757523	0.321461	0.64735	0.695969	0.570929	0.169622	0.730815	0.003473		0.000548	0.000892	0.015017	0.549843	0.356338	0.026765	0.060728							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.1	0.01	0.001	0.079888	0.059785	0.589296	0.117825	0.731562	0.743868	0.053007	0.698766	0.37419	0.659627	0.656539	0.537761	0.172283	0.737402	0.004417		0.001494	3.1e-05	0.014904	0.553971	0.323345	0.026767	0.061186							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.1	0.01	0.001	0.066571	0.057225	0.578436	0.116933	0.709891	0.644393	0.045144	0.668231	0.368469	0.646754	0.678624	0.502044	0.174632	0.741436	0.005193		0.002162	3e-06	0.016863	0.547776	0.287997	0.026769	0.061389	0.739134	0.016328	0.844859	0.062034	0.5432	0.071673	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.1	0.01	0.001	0.067326	0.049466	0.566003	0.122201	0.711128	0.62611	0.043725	0.672605	0.360475	0.646263	0.697365	0.505715	0.176447	0.746498	0.005692	0.732112	0.002525	6e-06	0.020134	0.54703	0.286429	0.02677	0.061463	0.73864	0.016323	0.834936	0.061265	0.54336	0.071315	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.1	0.1	0.001	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.1	0.1	0.001	0.130154	0.069239	0.629217	0.173288	0.719784	0.759435	0.478792	0.760875	0.313193	0.646182	0.670729	0.578056	0.17087	0.737787	0.003744		0.000336	0.001583	0.015138	0.547351	0.377316	0.026429	0.060745							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.1	0.1	0.001	0.080097	0.058759	0.608845	0.141625	0.727026	0.748084	0.069184	0.705772	0.36446	0.657705	0.618316	0.542518	0.173323	0.743593	0.004644		0.001082	0.00029	0.013774	0.550396	0.348122	0.026431	0.061192							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.1	0.1	0.001	0.066942	0.05196	0.589856	0.119506	0.704774	0.646286	0.043229	0.678602	0.367304	0.652445	0.627292	0.503685	0.17559	0.746562	0.005465		0.001627	0.000138	0.01364	0.544282	0.317245	0.026432	0.061399	0.678871	0.015349	0.847375	0.065831	0.532736	0.079035	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.1	0.1	0.001	0.066737	0.05109	0.567446	0.115149	0.70665	0.622617	0.039502	0.68077	0.360101	0.655392	0.652405	0.505604	0.177359	0.75067	0.006028	0.726534	0.001912	9e-05	0.015486	0.544546	0.312628	0.026433	0.061464	0.677409	0.015344	0.839471	0.064965	0.533205	0.07861	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.1	0.1	0.005	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.1	0.1	0.005	0.129739	0.069193	0.629217	0.172703	0.719879	0.759427	0.478791	0.760934	0.313292	0.646119	0.670785	0.577829	0.163039	0.737991	0.004377		0.000363	0.001486	0.014624	0.545908	0.376806	0.019316	0.055909							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.1	0.1	0.005	0.079938	0.058742	0.607589	0.14149	0.72704	0.748583	0.068285	0.705915	0.364488	0.655223	0.617674	0.542059	0.165457	0.741464	0.005308		0.00111	0.000257	0.01361	0.548349	0.34773	0.019311	0.058043							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.1	0.1	0.005	0.066813	0.051934	0.588957	0.119771	0.705861	0.644821	0.042923	0.678169	0.367344	0.645517	0.626722	0.502037	0.167737	0.73886	0.006113		0.001652	0.000124	0.013629	0.534841	0.309879	0.019309	0.059243	0.675682	0.0243	0.834455	0.091032	0.51441	0.098067	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.1	0.1	0.005	0.066639	0.050992	0.566917	0.115442	0.708384	0.620861	0.039436	0.680279	0.359832	0.649696	0.652165	0.503411	0.169531	0.743768	0.006644	0.688018	0.001936	8.2e-05	0.015483	0.534878	0.306595	0.019308	0.059958	0.674407	0.024287	0.825799	0.090079	0.516071	0.097603	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.1	0.1	0.05	0.398248	0.59882	0.629217	0.799324	0.903635	0.666583	0.573047	0.925942	0.290726																					
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.1	0.1	0.05	0.128181	0.068957	0.629217	0.167905	0.720744	0.75905	0.47893	0.760128	0.315817	0.635105	0.671276	0.571054	0.108686	0.703801	0.011701		0.000746	0.000766	0.012938	0.522638	0.372242	0.010393	0.030616							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.1	0.1	0.05	0.078906	0.058775	0.596795	0.140348	0.728144	0.750767	0.061873	0.706083	0.36748	0.644324	0.615262	0.537906	0.110728	0.717205	0.012596		0.001512	4.7e-05	0.012811	0.533544	0.350598	0.010343	0.039455							
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.1	0.1	0.05	0.066275	0.051838	0.582215	0.120979	0.709706	0.632632	0.04083	0.674376	0.376735	0.615324	0.625353	0.495826	0.113126	0.691128	0.01307		0.001988	1.9e-05	0.013437	0.487893	0.290136	0.010317	0.045483	0.667786	0.027899	0.772654	0.173011	0.467225	0.142144	
stages_bg_stages_morphtok_min5_BGMTG1_BGMTG2_BGMTG3_BGMTG4_BGMTG5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.1	0.1	0.05	0.066221	0.049443	0.563563	0.116303	0.71464	0.609617	0.039049	0.675928	0.366925	0.622854	0.652127	0.49647	0.115104	0.706459	0.013285	0.498643	0.002233	1.5e-05	0.015468	0.495816	0.298698	0.010301	0.04943	0.666181	0.027868	0.767723	0.171892	0.474596	0.141481	
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.001	0.1	0.001	0.398248	0.59882	0.629217	0.799324		0.988454	0.751493									0.796663														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.001	0.1	0.001	0.398248	0.59882	0.629217	0.799324	0.887632	0.681307	0.544576	0.898198	0.240435							0.786492														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.001	0.1	0.001	0.398248	0.59882	0.629217	0.799324	0.847083	0.573554	0.538303	0.830164	0.303625							0.774467								0.481982	0.168021	0.848475		0.50905		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.001	0.1	0.001	0.398248	0.59882	0.448352	0.799324	0.847607	0.474632	0.158154	0.810274	0.326713							0.823228								0.302552	0.168021	0.813014		0.50558		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.001	0.1	0.001	0.061664	0.05102	0.594981	0.224917	0.671034	0.556791	0.101991	0.671062	0.373431	0.581252	0.551492	0.524079	0.181192	0.687719	0.001014	0.860765	0.004526	0.000348	0.015456	0.469015	0.390478	0.185257	0.061466	0.490141	0.168011	0.801571	0.173967	0.552427	0.202592	
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.001	0.1	0.005	0.398248	0.59882	0.629217	0.799324		0.988454	0.751493									0.796663														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.001	0.1	0.005	0.398248	0.59882	0.629217	0.799324	0.887632	0.681307	0.544576	0.898198	0.240435							0.786492														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.001	0.1	0.005	0.398248	0.59882	0.629217	0.799324	0.847083	0.573554	0.538303	0.830164	0.303625							0.774467								0.481982	0.168021	0.848475		0.50905		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.001	0.1	0.005	0.398248	0.59882	0.448352	0.799324	0.847607	0.474632	0.158154	0.810274	0.326713							0.823228								0.302552	0.168021	0.813014		0.50558		
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.001	0.1	0.005	0.061664	0.05102	0.594981	0.224917	0.671034	0.55679	0.101991	0.671062	0.373431	0.581252	0.551492	0.524079	0.181191	0.687719	0.001014	0.860765	0.004526	0.000348	0.015456	0.469015	0.390478	0.185257	0.061466	0.490141	0.167878	0.801571	0.173967	0.552427	0.202592	
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.001	0.1	0.01	0.398248	0.59882	0.629217	0.799324		0.988454	0.751493									0.796663														
stages_bg_stages_morphtok_min5_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.001	0.1	0.01	0.398248	0.59882	0.629217	0.799324	0.887632	0.681307	0.544576	0.898198	0.240435							0.786492														
