dir	base	stage	s_p	s_l	eta	ADJ	ADV	AUX	NNS	NOUNP	ROOT	VERB	VERBP	VOC	ADJP	ADPP	ADVP	DETDEF	DETP	DETS	INTJP	JJDEF	JJS	NNDEF	NUMP	PARTP	PRONDEF	PRONS	SBAR	SCONJP	SQ	WHADVP	WHNP	WHQP	CCONJP
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.1	0.01	0.001	0.950238	0.882266	0.694125	0.852091		0.970292	0.920867									0.744322														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.1	0.01	0.001	0.950238	0.882266	0.694125	0.852091	0.434843	0.377565	0.662194	0.568649	0.427815							0.692487														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.1	0.01	0.001	0.950238	0.882266	0.694125	0.852091	0.463175	0.171424	0.662716	0.534419	0.428426							0.680653								0.646361		0.758218		0.502537		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.1	0.01	0.001	0.950238	0.882266	0.470633	0.852091	0.510498	0.098381	0.226706	0.483789	0.430134							0.677015								0.61941		0.765508		0.502248		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.1	0.01	0.001	0.633154	0.320125	0.677363	0.110222	0.469385	0.064344	0.243379	0.390721	0.482126	0.366887	0.268328	0.514626	0.303734	0.528598	0.005285	0.618012	0.032373	0.017022	0.039588	0.331074	0.620393	0.047997	0.013588	0.162282		0.695893	0.34132	0.489449	0.159994	0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	01	0.1	0.001	0.005	0.950238	0.882266	0.694125	0.852091		0.970292	0.920867									0.744322														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	02	0.1	0.001	0.005			0.694125	0.852091	0.434872	0.377568	0.662171	0.568628	0.427916							0.692174														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	03	0.1	0.001	0.005	0.950238	0.882266	0.694125	0.852091	0.460946	0.170869	0.662731	0.534708	0.429457							0.676343								0.651124		0.749653		0.503209		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	04	0.1	0.001	0.005	0.950238	0.882266	0.455982	0.852091	0.507541	0.097155	0.218453	0.483984	0.43153							0.674176								0.620555		0.759675		0.502464		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	05	0.1	0.001	0.005	0.631819	0.318051	0.681861	0.108934	0.46857	0.062781	0.240026	0.390683	0.483787	0.361953	0.267382	0.512183	0.292899	0.506809	0.004828	0.613816	0.033184	0.017409	0.039348	0.325553	0.617898	0.023457	0.008877	0.162469		0.690267	0.33616	0.486792	0.154921	0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.1	0.01	0.005	0.950238	0.882266	0.694125	0.852091		0.970292	0.920867									0.744322														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.1	0.01	0.005	0.950238	0.882266	0.694125	0.852091	0.434842	0.377576	0.662194	0.568647	0.427813							0.692015														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.1	0.01	0.005	0.950238	0.882266	0.694125	0.852091	0.463192	0.170142	0.662672	0.5343	0.427425							0.675914								0.64281		0.749556		0.503331		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.1	0.01	0.005	0.950238	0.882266	0.469113	0.852091	0.512942	0.098086	0.226031	0.484555	0.428947							0.673564								0.616193		0.757921		0.502538		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.1	0.01	0.005	0.633121	0.320156	0.677352	0.110337	0.471079	0.063837	0.24338	0.391399	0.480742	0.363344	0.268144	0.513995	0.292311	0.506131	0.004932	0.612685	0.032782	0.017039	0.039319	0.327261	0.616687	0.023002	0.00883	0.161148		0.690213	0.337526	0.487689	0.15561	0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	01	0.1	0.001	0.01	0.950238	0.882266	0.694125	0.852091		0.970292	0.920867									0.744322														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	02	0.1	0.001	0.01			0.694125	0.852091	0.434858	0.377613	0.662171	0.568622	0.427852							0.689412														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	03	0.1	0.001	0.01	0.950238	0.882266	0.694125	0.852091	0.461087	0.169384	0.662672	0.534509	0.429044							0.670507								0.646666		0.739301		0.504328		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	04	0.1	0.001	0.01	0.950238	0.882266	0.45464	0.852091	0.510301	0.096887	0.217828	0.484814	0.430573							0.669818								0.616632		0.751328		0.502912		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	05	0.1	0.001	0.01	0.631794	0.318109	0.681962	0.109083	0.470059	0.062477	0.240088	0.391339	0.483354	0.358049	0.267216	0.511401	0.280056	0.484724	0.004485	0.608022	0.033502	0.017399	0.039082	0.321571	0.613593	0.011355	0.005608	0.161596		0.684195	0.332355	0.484574	0.150276	0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.1	0.01	0.01	0.950238	0.882266	0.694125	0.852091		0.970292	0.920867									0.744322														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.1	0.01	0.01	0.950238	0.882266	0.694125	0.852091	0.434828	0.377622	0.662194	0.56864	0.427749							0.689227														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.1	0.01	0.01	0.950238	0.882266	0.694125	0.852091	0.463341	0.168696	0.66262	0.534109	0.427037							0.670014								0.638777		0.739322		0.504439		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.1	0.01	0.01	0.950238	0.882266	0.467512	0.852091	0.515676	0.097804	0.225329	0.485376	0.428115							0.669157								0.612782		0.749692		0.502992		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.1	0.01	0.01	0.633094	0.320216	0.677404	0.110484	0.472533	0.063513	0.243411	0.392045	0.48035	0.359401	0.267963	0.513133	0.279478	0.484358	0.004587	0.607019	0.033097	0.017031	0.039038	0.323299	0.612447	0.011006	0.005553	0.160405		0.684253	0.333765	0.485449	0.15101	0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.1	0.01	0.05	0.950238	0.882266	0.694125	0.852091		0.970292	0.920867									0.744322														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.1	0.01	0.05	0.950238	0.882266	0.694125	0.852091	0.434754	0.377562	0.662191	0.568505	0.427103							0.677635														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.1	0.01	0.05	0.950238	0.882266	0.694125	0.852091	0.465206	0.158561	0.66228	0.533186	0.430011							0.642825								0.611853		0.692401		0.513711		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.1	0.01	0.05	0.950238	0.882266	0.460622	0.852091	0.530804	0.096593	0.22188	0.490214	0.430398							0.648131								0.590128		0.711809		0.507598		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p1__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p05__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.1	0.01	0.05	0.632901	0.320825	0.678405	0.111315	0.479808	0.062423	0.24394	0.395644	0.482626	0.335973	0.266961	0.497903	0.207403	0.387439	0.00241	0.578788	0.035609	0.017026	0.037504	0.299056	0.586986	0.002345	0.000128	0.158869		0.658631	0.313439	0.471974	0.129223	0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	01	0.2	0.001	0.001	0.950238	0.882266	0.694125	0.852091		0.970292	0.920867									0.744322														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	02	0.2	0.001	0.001			0.694125	0.852091	0.435175	0.378707	0.66216	0.569042	0.443015							0.688309														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	03	0.2	0.001	0.001	0.950238	0.882266	0.694125	0.852091	0.435655	0.2367	0.662169	0.522951	0.436698							0.679853								0.710477		0.809203		0.502162		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	04	0.2	0.001	0.001	0.950238	0.882266	0.482904	0.852091	0.45801	0.152719	0.227523	0.444327	0.430632							0.678308								0.708709		0.807222		0.501916		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	05	0.2	0.001	0.001	0.631801	0.319177	0.663928	0.109324	0.395594	0.057	0.224647	0.37224	0.459946	0.372307	0.259081	0.582053	0.299935	0.53048	0.004313	0.645085	0.03272	0.017098	0.038083	0.340001	0.612778	0.038648	0.010882	0.395118		0.748691	0.418251	0.498436	0.169354	0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.2	0.01	0.001	0.950238	0.882266	0.694125	0.852091		0.970292	0.920867									0.744322														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.2	0.01	0.001	0.950238	0.882266	0.694125	0.852091	0.435183	0.378726	0.662196	0.569075	0.442812							0.688295														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.2	0.01	0.001	0.950238	0.882266	0.694125	0.852091	0.436483	0.235432	0.662089	0.522668	0.435255							0.679728								0.701015		0.808744		0.50221		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.2	0.01	0.001	0.950238	0.882266	0.501414	0.852091	0.46291	0.156274	0.235184	0.446266	0.428576							0.678021								0.700932		0.806556		0.501946		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.2	0.01	0.001	0.6331	0.321369	0.660337	0.110876	0.399588	0.057838	0.227555	0.373048	0.458257	0.373565	0.259871	0.585035	0.299794	0.529201	0.004369	0.64379	0.032264	0.016705	0.038211	0.342308	0.611384	0.038506	0.010811	0.380142		0.748579	0.421486	0.499118	0.170098	0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.2	0.1	0.001	0.950238	0.882266	0.694125	0.852091		0.970292	0.920867									0.744322														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.2	0.1	0.001	0.950238	0.882266	0.694125	0.852091	0.435714	0.378764	0.662521	0.569168	0.441789							0.68779														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.2	0.1	0.001	0.950238	0.882266	0.694125	0.852091	0.436849	0.247454	0.66135	0.521868	0.436855							0.679771								0.679481		0.782565		0.502432		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.2	0.1	0.001	0.950238	0.882266	0.563853	0.852091	0.470033	0.167982	0.24478	0.457274	0.43066							0.680199								0.69031		0.779498		0.502052		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.2	0.1	0.001	0.644982	0.340533	0.650161	0.120611	0.394953	0.059804	0.228563	0.37508	0.46219	0.375625	0.257763	0.591638	0.302948	0.526015	0.003908	0.6449	0.030941	0.015817	0.036308	0.346132	0.611122	0.035579	0.010587	0.385671		0.735853	0.426407	0.499726	0.177516	0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.2	0.1	0.005	0.950238	0.882266	0.694125	0.852091		0.970292	0.920867									0.744322														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.2	0.1	0.005	0.950238	0.882266	0.694125	0.852091	0.435691	0.378828	0.662521	0.569158	0.441703							0.684188														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	03	0.2	0.1	0.005	0.950238	0.882266	0.694125	0.852091	0.435546	0.243878	0.661331	0.520996	0.435295							0.671703								0.66179		0.753205		0.506452		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	04	0.2	0.1	0.005	0.950238	0.882266	0.560925	0.852091	0.470412	0.165543	0.244135	0.457952	0.429009							0.673828								0.674063		0.753075		0.505034		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	05	0.2	0.1	0.005	0.644891	0.340711	0.651219	0.120783	0.397453	0.05853	0.228902	0.376764	0.460726	0.367554	0.257727	0.589355	0.28187	0.488378	0.003387	0.63295	0.031671	0.015941	0.035841	0.34087	0.604984	0.007814	0.002753	0.371017		0.712194	0.415336	0.494959	0.167487	0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	01	0.2	0.001	0.01	0.950238	0.882266	0.694125	0.852091		0.970292	0.920867									0.744322														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	02	0.2	0.001	0.01			0.694125	0.852091	0.435132	0.378817	0.66216	0.569026	0.442739							0.680963														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	03	0.2	0.001	0.01	0.950238	0.882266	0.694125	0.852091	0.433816	0.229902	0.661967	0.521443	0.434468							0.663403								0.664159		0.753538		0.513336		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	04	0.2	0.001	0.01	0.950238	0.882266	0.480734	0.852091	0.458237	0.147343	0.225832	0.445728	0.428007							0.664792								0.663257		0.756492		0.511437		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p2__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	05	0.2	0.001	0.01	0.631636	0.319669	0.667135	0.109741	0.400953	0.054585	0.226043	0.37609	0.458509	0.356158	0.25898	0.573731	0.257531	0.456707	0.003118	0.620801	0.03428	0.017325	0.037162	0.328828	0.600223	0.003686	0.000337	0.355255		0.706572	0.393677	0.488235	0.150495	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	01	0.001	0.001	0.001	0.950238	0.882266	0.694125	0.852091	0.454015	0.378582	0.691322	0.604051	0.531592																					
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	02	0.001	0.001	0.001	0.950238	0.882266	0.694125	0.109717	0.312422	0.356807	0.654239	0.645489	0.576513				0.069649	0.601749	0.051428	0.697669			0.005076			0.370504	0.227633							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	03	0.001	0.001	0.001	0.661761	0.300263	0.744795	0.107188	0.366534	0.311833	0.482912	0.448734	0.690096	0.367102	0.250563	0.719153	0.31066	0.518453	0.001937	0.646551	0.042643	0.021579	0.039902	0.41276	0.599181	0.114797	0.009302							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	04	0.001	0.001	0.001	0.646012	0.312946	0.733374	0.110563	0.349461	0.045976	0.398201	0.445498	0.762714	0.335376	0.255244	0.442193	0.356443	0.57178	0.004358	0.618568	0.034047	0.012832	0.041197	0.302009	0.621866	0.1132	0.0151			0.789276	0.327866		0.141598	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	05	0.001	0.001	0.001	0.631844	0.316506	0.722412	0.109683	0.543547	0.07283	0.34365	0.41733	0.530144	0.359652	0.271348	0.483061	0.370682	0.569597	0.006062	0.599589	0.034667	0.018796	0.042459	0.322218	0.631696	0.113415	0.015165	0.03255		0.668603	0.311182	0.489705	0.137401	0.0
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.001	0.01	0.001	0.950238	0.882266	0.694125	0.852091	0.454015	0.378582	0.691322	0.604051	0.531592																					
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.001	0.01	0.001	0.950238	0.882266	0.694125	0.130328	0.306132	0.357101	0.653547	0.643008	0.56427				0.082043	0.607366	0.040767	0.700535			0.006641			0.370504	0.136129							
stages_bg_stages_morphtok_mv_BGMTMMM1_BGMTMMM2_BGMTMMM3_BGMTMMM4_BGMTMMM5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.001	0.01	0.001	0.662607	0.301247	0.747169	0.106926	0.366693	0.312727	0.488474	0.449386	0.68845	0.367349	0.250596	0.720416	0.313282	0.517714	0.001994	0.645842	0.042453	0.021398	0.040311	0.414259	0.601418	0.115837	0.010497							
